2016-10-15 16:51:07,319 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa000a type:create cxid:0xa zxid:0x29f txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:51:12,003 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x157c80b6cfa0009, timeout of 5000ms exceeded
2016-10-15 16:51:12,003 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa0009
2016-10-15 16:51:12,011 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50904 which had sessionid 0x157c80b6cfa0009
2016-10-15 16:51:28,192 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@192] - Accepted socket connection from /0:0:0:0:0:0:0:1:50917
2016-10-15 16:51:28,192 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@928] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:50917
2016-10-15 16:51:28,193 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@673] - Established session 0x157c80b6cfa000b with negotiated timeout 5000 for client /0:0:0:0:0:0:0:1:50917
2016-10-15 16:51:28,199 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa000b type:create cxid:0x2 zxid:0x2af txntype:-1 reqpath:n/a Error Path:/cluster Error:KeeperErrorCode = NodeExists for /cluster
2016-10-15 16:51:28,202 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa000b type:create cxid:0x6 zxid:0x2b1 txntype:-1 reqpath:n/a Error Path:/cluster/servers Error:KeeperErrorCode = NodeExists for /cluster/servers
2016-10-15 16:51:28,205 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@649] - Got user-level KeeperException when processing sessionid:0x157c80b6cfa000b type:create cxid:0xa zxid:0x2b3 txntype:-1 reqpath:n/a Error Path:/cluster/mapping Error:KeeperErrorCode = NodeExists for /cluster/mapping
2016-10-15 16:51:30,004 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x157c80b6cfa000a, timeout of 5000ms exceeded
2016-10-15 16:51:30,005 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa000a
2016-10-15 16:51:30,012 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50911 which had sessionid 0x157c80b6cfa000a
2016-10-15 16:51:56,002 [myid:] - INFO  [SessionTracker:ZooKeeperServer@358] - Expiring session 0x157c80b6cfa000b, timeout of 5000ms exceeded
2016-10-15 16:51:56,003 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x157c80b6cfa000b
2016-10-15 16:51:56,010 [myid:] - INFO  [SyncThread:0:NIOServerCnxn@1008] - Closed socket connection for client /0:0:0:0:0:0:0:1:50917 which had sessionid 0x157c80b6cfa000b
